Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,month_no,Month,year
OD1262,Customer_1262,"Eggs, Meat & Fish",Mutton,Erode,2016-09-20 19:46:48.886220,West,856,0.25,126.34,Tamil Nadu,9,September,2016
OD1263,Customer_1263,Bakery,Cookies,Salem,2018-03-14 16:07:46.886820,West,695,0.17,127.67,Tamil Nadu,3,March,2018
OD1264,Customer_1264,Beverages,Soft Drinks,Madurai,2018-08-09 05:38:55.514860,West,535,0.1,215.92,Tamil Nadu,8,August,2018
OD1265,Customer_1265,Food Grains,Rice,Kanyakumari,2015-12-03 14:52:16.355448,West,1573,0.25,215.63,Tamil Nadu,12,December,2015
OD1266,Customer_1266,"Eggs, Meat & Fish",Chicken,Erode,2016-12-21 10:19:38.024617,East,476,0.3,209.63,Tamil Nadu,12,December,2016
OD1267,Customer_1267,"Eggs, Meat & Fish",Mutton,Tirunelveli,2016-05-01 19:30:23.236265,North,2082,0.18,211.84,Tamil Nadu,5,May,2016
OD1268,Customer_1268,Bakery,Cakes,Chennai,2016-02-19 18:49:27.757430,East,2538,0.3,838.51,Tamil Nadu,2,February,2016
OD1269,Customer_1269,Oil & Masala,Masalas,Trichy,2018-03-01 09:02:32.386670,North,2628,0.13,1050.62,Tamil Nadu,3,March,2018
OD1270,Customer_1270,Food Grains,Organic Staples,Vellore,2015-07-22 22:27:55.172620,North,2968,0.16,1267.0,Tamil Nadu,7,July,2015
OD1271,Customer_1271,Fruits & Veggies,Fresh Vegetables,Chennai,2018-11-01 12:52:22.839988,South,213,0.13,32.03,Tamil Nadu,11,November,2018
OD1272,Customer_1272,"Eggs, Meat & Fish",Mutton,Krishnagiri,2016-05-31 11:19:00.198138,South,873,0.2,300.64,Tamil Nadu,5,May,2016
OD1273,Customer_1273,Bakery,Cakes,Erode,2018-07-25 00:58:38.943260,South,2026,0.26,278.72,Tamil Nadu,7,July,2018
OD1274,Customer_1274,Fruits & Veggies,Fresh Fruits,Trichy,2017-07-23 21:48:08.862203,South,2319,0.17,518.1,Tamil Nadu,7,July,2017
OD1275,Customer_1275,Oil & Masala,Oils,Vellore,2016-12-17 04:38:24.172921,South,117,0.28,41.67,Tamil Nadu,12,December,2016
OD1276,Customer_1276,Food Grains,Pulses,Tirunelveli,2016-04-14 06:43:54.884419,East,334,0.21,73.84,Tamil Nadu,4,April,2016
OD1277,Customer_1277,Oil & Masala,Masalas,Tirunelveli,2016-09-29 14:10:03.062143,East,1433,0.19,300.47,Tamil Nadu,9,September,2016
OD1278,Customer_1278,"Eggs, Meat & Fish",Chicken,Madurai,2017-10-30 12:39:33.341338,West,1792,0.26,251.99,Tamil Nadu,10,October,2017
OD1279,Customer_1279,Fruits & Veggies,Frozen Veggies,Dharmapuri,2017-12-11 21:31:51.858300,East,2870,0.12,353.74,Tamil Nadu,12,December,2017
OD1280,Customer_1280,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2016-06-23 23:51:21.236865,East,380,0.25,53.33,Tamil Nadu,6,June,2016
OD1281,Customer_1281,Fruits & Veggies,Fresh Fruits,Bodi,2017-10-01 10:52:29.324527,South,930,0.15,377.97,Tamil Nadu,10,October,2017
OD1282,Customer_1282,"Eggs, Meat & Fish",Eggs,Trichy,2015-12-16 04:25:34.674271,West,1238,0.16,128.65,Tamil Nadu,12,December,2015
OD1283,Customer_1283,"Eggs, Meat & Fish",Fish,Krishnagiri,2016-09-10 14:19:42.347643,East,1795,0.22,614.79,Tamil Nadu,9,September,2016
OD1284,Customer_1284,Oil & Masala,Oils,Ooty,2018-02-04 23:27:51.930351,East,1790,0.28,660.54,Tamil Nadu,2,February,2018
OD1285,Customer_1285,Beverages,Juices,Erode,2018-10-06 23:14:36.493545,West,1686,0.22,503.71,Tamil Nadu,10,October,2018
OD1286,Customer_1286,Oil & Masala,Spices,Coimbatore,2016-05-20 19:20:43.950765,North,517,0.23,183.93,Tamil Nadu,5,May,2016
OD1287,Customer_1287,Food Grains,Pulses,Dharmapuri,2016-10-05 06:55:09.276493,South,2431,0.26,798.08,Tamil Nadu,10,October,2016
OD1288,Customer_1288,Bakery,Pastries,Perambalur,2017-11-12 02:12:51.660162,East,684,0.15,177.46,Tamil Nadu,11,November,2017
OD1289,Customer_1289,Fruits & Veggies,Frozen Veggies,Vellore,2018-10-03 11:05:18.823176,East,1451,0.27,339.46,Tamil Nadu,10,October,2018
OD1290,Customer_1290,Beverages,Water,Ooty,2015-09-05 22:27:11.942359,West,1464,0.18,628.74,Tamil Nadu,9,September,2015
OD1291,Customer_1291,Bakery,Cakes,Coimbatore,2017-03-04 08:02:52.921044,East,2769,0.14,1218.85,Tamil Nadu,3,March,2017
OD1292,Customer_1292,Beverages,Health Drinks,Tirunelveli,2016-08-10 00:56:03.314320,South,2368,0.17,776.57,Tamil Nadu,8,August,2016
OD1293,Customer_1293,Snacks,Chips,Salem,2015-01-18 05:45:41.879315,East,2156,0.15,364.48,Tamil Nadu,1,January,2015
OD1294,Customer_1294,Oil & Masala,Spices,Chennai,2016-05-04 03:36:35.016511,North,2032,0.15,521.75,Tamil Nadu,5,May,2016
OD1295,Customer_1295,"Eggs, Meat & Fish",Fish,Bodi,2015-09-18 01:29:20.552386,South,931,0.16,254.9,Tamil Nadu,9,September,2015
OD1296,Customer_1296,Fruits & Veggies,Fresh Vegetables,Salem,2018-08-10 16:42:47.877514,North,2522,0.14,921.26,Tamil Nadu,8,August,2018
OD1297,Customer_1297,Oil & Masala,Oils,Madurai,2018-01-27 05:04:37.754428,West,633,0.23,211.25,Tamil Nadu,1,January,2018
OD1298,Customer_1298,Bakery,Pastries,Vellore,2015-08-19 23:42:16.535574,South,1222,0.22,342.39,Tamil Nadu,8,August,2015
OD1299,Customer_1299,Snacks,Noodles,Vellore,2016-01-17 07:50:46.652656,East,1805,0.23,610.32,Tamil Nadu,1,January,2016
OD1300,Customer_1300,Snacks,Chips,Tiruppur,2017-04-13 15:49:46.130291,South,2849,0.17,308.89,Tamil Nadu,4,April,2017
OD1301,Customer_1301,Snacks,Noodles,Vellore,2018-10-29 18:15:01.350945,South,2979,0.25,1107.66,Tamil Nadu,10,October,2018
OD1302,Customer_1302,Bakery,Cookies,Krishnagiri,2015-04-24 01:59:44.869408,South,2924,0.13,508.98,Tamil Nadu,4,April,2015
OD1303,Customer_1303,Bakery,Pastries,Vellore,2018-04-06 00:37:02.035424,North,1505,0.21,496.26,Tamil Nadu,4,April,2018
OD1304,Customer_1304,Bakery,Pastries,Dharmapuri,2016-02-21 16:24:29.828880,West,1986,0.16,277.82,Tamil Nadu,2,February,2016
OD1305,Customer_1305,Bakery,Pastries,Coimbatore,2016-11-14 14:42:02.485740,South,546,0.21,76.47,Tamil Nadu,11,November,2016
OD1306,Customer_1306,Snacks,Namkeen,Chennai,2016-04-02 21:13:42.455719,East,2827,0.16,317.98,Tamil Nadu,4,April,2016
OD1307,Customer_1307,Snacks,Namkeen,Salem,2017-04-08 20:06:59.333533,South,2491,0.26,1042.69,Tamil Nadu,4,April,2017
OD1308,Customer_1308,Beverages,Health Drinks,Dharmapuri,2016-08-25 12:37:06.358450,South,2572,0.28,801.42,Tamil Nadu,8,August,2016
OD1309,Customer_1309,Oil & Masala,Masalas,Trichy,2018-04-11 06:50:58.540978,West,724,0.25,164.12,Tamil Nadu,4,April,2018
OD1310,Customer_1310,Fruits & Veggies,Fresh Vegetables,Dharmapuri,2018-12-08 01:29:11.906334,East,1963,0.14,737.54,Tamil Nadu,12,December,2018
OD1311,Customer_1311,"Eggs, Meat & Fish",Chicken,Bodi,2016-06-14 15:26:34.115881,East,2453,0.15,782.82,Tamil Nadu,6,June,2016
OD1312,Customer_1312,Snacks,Namkeen,Erode,2017-08-05 04:20:40.708495,North,2295,0.28,727.58,Tamil Nadu,8,August,2017
OD1313,Customer_1313,"Eggs, Meat & Fish",Mutton,Madurai,2016-01-18 18:54:39.015310,East,2996,0.19,810.31,Tamil Nadu,1,January,2016
OD1314,Customer_1314,Oil & Masala,Spices,Chennai,2018-06-07 13:22:47.157009,East,831,0.29,85.41,Tamil Nadu,6,June,2018
OD1315,Customer_1315,Oil & Masala,Masalas,Bodi,2017-06-30 16:16:34.296007,East,2601,0.18,495.39,Tamil Nadu,6,June,2017
OD1316,Customer_1316,"Eggs, Meat & Fish",Mutton,Vellore,2015-07-25 20:35:39.897928,South,1037,0.29,143.29,Tamil Nadu,7,July,2015
OD1317,Customer_1317,Snacks,Chips,Vellore,2016-03-05 12:58:34.620234,North,2180,0.29,723.42,Tamil Nadu,3,March,2016
OD1318,Customer_1318,"Eggs, Meat & Fish",Mutton,Dharmapuri,2018-04-22 23:21:57.442209,East,1855,0.23,346.92,Tamil Nadu,4,April,2018
OD1319,Customer_1319,Beverages,Juices,Dharmapuri,2016-08-18 22:49:40.726508,East,1624,0.1,418.27,Tamil Nadu,8,August,2016
OD1320,Customer_1320,Food Grains,Pulses,Vellore,2017-11-09 14:36:16.643650,East,1820,0.18,407.14,Tamil Nadu,11,November,2017
OD1321,Customer_1321,Snacks,Noodles,Kanyakumari,2017-02-11 03:36:43.662563,South,1316,0.28,197.56,Tamil Nadu,2,February,2017
OD1322,Customer_1322,Snacks,Noodles,Coimbatore,2015-11-15 22:35:24.767337,South,1303,0.28,567.36,Tamil Nadu,11,November,2015
OD1323,Customer_1323,Fruits & Veggies,Fresh Vegetables,Krishnagiri,2018-02-07 07:34:03.710597,North,1990,0.14,849.13,Tamil Nadu,2,February,2018
OD1324,Customer_1324,Bakery,Cookies,Madurai,2018-03-05 07:42:59.765836,West,1641,0.18,212.69,Tamil Nadu,3,March,2018
OD1325,Customer_1325,Food Grains,Rice,Ooty,2018-08-18 03:32:32.927048,North,490,0.27,190.89,Tamil Nadu,8,August,2018
OD1326,Customer_1326,Oil & Masala,Spices,Tirunelveli,2015-12-20 13:37:11.762233,South,2504,0.22,678.41,Tamil Nadu,12,December,2015
OD1327,Customer_1327,Snacks,Noodles,Tiruppur,2016-09-26 23:03:04.809366,East,2720,0.27,1008.6,Tamil Nadu,9,September,2016
OD1328,Customer_1328,"Eggs, Meat & Fish",Fish,Perambalur,2018-05-24 12:45:36.475532,East,2611,0.27,399.23,Tamil Nadu,5,May,2018
OD1329,Customer_1329,Food Grains,Rice,Chennai,2017-12-03 17:10:10.627439,North,198,0.28,28.97,Tamil Nadu,12,December,2017
OD1330,Customer_1330,Fruits & Veggies,Frozen Veggies,Bodi,2018-01-24 20:58:25.974181,East,2295,0.12,945.0,Tamil Nadu,1,January,2018
OD1331,Customer_1331,Oil & Masala,Spices,Chennai,2018-03-21 02:24:49.282497,South,669,0.13,277.12,Tamil Nadu,3,March,2018
OD1332,Customer_1332,Bakery,Cakes,Vellore,2017-08-07 08:56:29.252476,North,826,0.12,217.3,Tamil Nadu,8,August,2017
OD1333,Customer_1333,Bakery,Cakes,Ooty,2018-04-12 21:25:14.139897,West,1101,0.29,445.42,Tamil Nadu,4,April,2018
OD1334,Customer_1334,Fruits & Veggies,Fresh Fruits,Salem,2017-05-25 03:39:45.229660,South,1670,0.2,557.13,Tamil Nadu,5,May,2017
OD1335,Customer_1335,Fruits & Veggies,Fresh Vegetables,Trichy,2016-04-04 08:17:34.818372,South,402,0.11,66.23,Tamil Nadu,4,April,2016
OD1336,Customer_1336,"Eggs, Meat & Fish",Fish,Perambalur,2018-11-22 06:47:22.389672,East,2151,0.16,462.75,Tamil Nadu,11,November,2018
OD1337,Customer_1337,Snacks,Chips,Dharmapuri,2017-07-30 04:34:48.021615,South,2925,0.17,431.79,Tamil Nadu,7,July,2017
OD1338,Customer_1338,Bakery,Cakes,Dharmapuri,2016-06-18 03:35:51.786250,South,2254,0.26,835.97,Tamil Nadu,6,June,2016
OD1339,Customer_1339,Oil & Masala,Masalas,Madurai,2016-01-18 01:22:42.833983,West,2222,0.25,988.43,Tamil Nadu,1,January,2016
OD1340,Customer_1340,Food Grains,Pulses,Salem,2015-08-14 06:57:10.321224,East,1163,0.24,338.7,Tamil Nadu,8,August,2015
OD1341,Customer_1341,Oil & Masala,Oils,Bodi,2017-05-02 15:40:06.844791,South,738,0.1,243.21,Tamil Nadu,5,May,2017
OD1342,Customer_1342,Beverages,Juices,Coimbatore,2017-12-26 19:11:21.957370,East,2842,0.28,1026.34,Tamil Nadu,12,December,2017
OD1343,Customer_1343,Beverages,Water,Madurai,2017-03-10 18:19:55.316721,South,1242,0.14,221.69,Tamil Nadu,3,March,2017
OD1344,Customer_1344,Fruits & Veggies,Fresh Fruits,Tirunelveli,2018-01-15 05:32:52.380666,West,2220,0.23,483.07,Tamil Nadu,1,January,2018
OD1345,Customer_1345,"Eggs, Meat & Fish",Mutton,Madurai,2017-06-29 12:13:28.405884,East,651,0.11,159.05,Tamil Nadu,6,June,2017
OD1346,Customer_1346,Beverages,Soft Drinks,Coimbatore,2016-08-05 08:43:39.753827,East,1076,0.12,331.52,Tamil Nadu,8,August,2016
OD1347,Customer_1347,Bakery,Cakes,Ooty,2015-10-07 11:50:50.975682,West,195,0.1,77.55,Tamil Nadu,10,October,2015
OD1348,Customer_1348,Oil & Masala,Masalas,Trichy,2015-09-27 06:23:44.437105,North,1291,0.21,243.96,Tamil Nadu,9,September,2015
OD1349,Customer_1349,Oil & Masala,Masalas,Trichy,2016-05-31 14:49:23.434404,South,2424,0.23,641.9,Tamil Nadu,5,May,2016
OD1350,Customer_1350,Fruits & Veggies,Fresh Fruits,Salem,2017-06-18 16:44:48.922245,South,2406,0.11,873.47,Tamil Nadu,6,June,2017
OD1351,Customer_1351,Snacks,Biscuits,Coimbatore,2015-12-13 09:48:13.185229,North,145,0.16,18.93,Tamil Nadu,12,December,2015
OD1352,Customer_1352,Snacks,Noodles,Bodi,2017-05-25 17:41:18.174722,East,445,0.27,124.38,Tamil Nadu,5,May,2017
OD1353,Customer_1353,Food Grains,Atta & Flour,Perambalur,2015-03-03 19:13:48.940258,East,946,0.12,142.4,Tamil Nadu,3,March,2015
OD1354,Customer_1354,Fruits & Veggies,Frozen Veggies,Perambalur,2017-02-24 03:41:11.690183,West,1176,0.14,339.51,Tamil Nadu,2,February,2017
OD1355,Customer_1355,Food Grains,Atta & Flour,Perambalur,2018-09-16 01:49:13.707595,West,1271,0.18,468.67,Tamil Nadu,9,September,2018
OD1356,Customer_1356,Snacks,Namkeen,Salem,2017-03-07 20:12:10.591413,West,1656,0.27,302.93,Tamil Nadu,3,March,2017
OD1357,Customer_1357,Fruits & Veggies,Frozen Veggies,Dharmapuri,2018-06-30 15:23:58.486940,North,332,0.15,131.91,Tamil Nadu,6,June,2018
OD1358,Customer_1358,Fruits & Veggies,Fresh Vegetables,Kanyakumari,2017-11-18 16:00:17.292104,North,150,0.3,32.58,Tamil Nadu,11,November,2017
OD1359,Customer_1359,Fruits & Veggies,Fresh Fruits,Tiruppur,2016-10-08 05:02:54.001801,East,764,0.17,127.42,Tamil Nadu,10,October,2016
OD1360,Customer_1360,Snacks,Namkeen,Ooty,2016-10-02 22:48:57.496247,West,550,0.18,144.57,Tamil Nadu,10,October,2016
OD1361,Customer_1361,Food Grains,Rice,Tirunelveli,2017-09-27 01:40:52.236565,East,1462,0.12,594.49,Tamil Nadu,9,September,2017
OD1362,Customer_1362,Food Grains,Pulses,Erode,2018-09-02 01:12:03.026118,North,450,0.24,55.86,Tamil Nadu,9,September,2018
OD1363,Customer_1363,Fruits & Veggies,Frozen Veggies,Erode,2015-01-07 06:46:39.159411,South,2796,0.15,600.16,Tamil Nadu,1,January,2015
OD1364,Customer_1364,Beverages,Water,Salem,2016-12-24 11:57:45.986190,East,1408,0.23,462.68,Tamil Nadu,12,December,2016
OD1365,Customer_1365,"Eggs, Meat & Fish",Mutton,Trichy,2018-03-01 02:01:45.914139,North,682,0.14,153.55,Tamil Nadu,3,March,2018
OD1366,Customer_1366,Snacks,Namkeen,Ooty,2015-02-14 16:58:30.297208,West,344,0.18,42.93,Tamil Nadu,2,February,2015
OD1367,Customer_1367,"Eggs, Meat & Fish",Mutton,Madurai,2015-05-22 13:45:15.941158,South,649,0.27,140.31,Tamil Nadu,5,May,2015
OD1368,Customer_1368,"Eggs, Meat & Fish",Eggs,Salem,2015-12-29 04:30:02.701891,South,827,0.25,320.33,Tamil Nadu,12,December,2015
OD1369,Customer_1369,Food Grains,Rice,Ooty,2018-10-29 11:14:14.878414,South,738,0.13,323.84,Tamil Nadu,10,October,2018
OD1370,Customer_1370,Food Grains,Rice,Erode,2018-10-25 19:34:33.971780,West,683,0.22,77.81,Tamil Nadu,10,October,2018
OD1371,Customer_1371,Beverages,Soft Drinks,Coimbatore,2016-09-05 08:05:45.842089,South,2373,0.23,710.12,Tamil Nadu,9,September,2016
OD1372,Customer_1372,"Eggs, Meat & Fish",Fish,Krishnagiri,2018-09-27 18:20:12.608826,North,2974,0.12,407.01,Tamil Nadu,9,September,2018
OD1373,Customer_1373,"Eggs, Meat & Fish",Chicken,Salem,2017-01-19 22:37:51.750225,East,540,0.19,182.59,Tamil Nadu,1,January,2017
OD1374,Customer_1374,Fruits & Veggies,Fresh Vegetables,Madurai,2018-07-25 11:29:48.652056,South,1567,0.15,161.03,Tamil Nadu,7,July,2018
OD1375,Customer_1375,Food Grains,Organic Staples,Madurai,2016-09-01 19:56:28.171720,South,1919,0.19,201.8,Tamil Nadu,9,September,2016
OD1376,Customer_1376,"Eggs, Meat & Fish",Mutton,Ooty,2018-11-02 09:54:42.257580,North,511,0.26,190.04,Tamil Nadu,11,November,2018
OD1377,Customer_1377,Oil & Masala,Oils,Tiruppur,2017-01-21 16:42:30.585409,West,913,0.13,115.09,Tamil Nadu,1,January,2017
OD1378,Customer_1378,Beverages,Water,Salem,2017-08-15 06:17:24.010807,South,345,0.12,71.35,Tamil Nadu,8,August,2017
OD1379,Customer_1379,Oil & Masala,Oils,Bodi,2017-03-11 22:23:01.206844,North,682,0.15,296.88,Tamil Nadu,3,March,2017
OD1380,Customer_1380,Oil & Masala,Oils,Krishnagiri,2016-07-06 02:53:29.846892,North,1830,0.29,814.05,Tamil Nadu,7,July,2016
OD1381,Customer_1381,Snacks,Biscuits,Erode,2016-07-01 07:10:43.050135,West,2647,0.25,414.23,Tamil Nadu,7,July,2016
OD1382,Customer_1382,Snacks,Namkeen,Trichy,2016-08-01 13:33:35.610927,West,1081,0.1,320.32,Tamil Nadu,8,August,2016
OD1383,Customer_1383,Beverages,Health Drinks,Kanyakumari,2017-12-21 16:27:48.688081,East,2074,0.18,613.29,Tamil Nadu,12,December,2017
OD1384,Customer_1384,Oil & Masala,Oils,Bodi,2017-07-14 13:23:21.741218,South,649,0.15,167.66,Tamil Nadu,7,July,2017
OD1385,Customer_1385,"Eggs, Meat & Fish",Fish,Ooty,2015-05-26 01:54:33.611528,East,2264,0.23,959.13,Tamil Nadu,5,May,2015
OD1386,Customer_1386,Food Grains,Organic Staples,Chennai,2017-08-14 05:44:41.356949,North,1487,0.19,541.14,Tamil Nadu,8,August,2017
OD1387,Customer_1387,Beverages,Juices,Erode,2016-05-24 00:29:15.148604,South,2037,0.29,748.77,Tamil Nadu,5,May,2016
OD1388,Customer_1388,Fruits & Veggies,Frozen Veggies,Dharmapuri,2015-03-13 10:39:22.533773,North,303,0.14,58.89,Tamil Nadu,3,March,2015
OD1389,Customer_1389,Oil & Masala,Oils,Erode,2018-12-25 07:14:53.785649,North,450,0.22,113.41,Tamil Nadu,12,December,2018
OD1390,Customer_1390,Beverages,Health Drinks,Erode,2018-04-15 16:02:35.628940,North,418,0.24,113.11,Tamil Nadu,4,April,2018
OD1391,Customer_1391,Bakery,Breads,Trichy,2017-03-04 18:34:02.629840,West,2636,0.27,539.38,Tamil Nadu,3,March,2017
OD1392,Customer_1392,Bakery,Cookies,Coimbatore,2015-02-22 07:18:38.583008,West,1792,0.18,238.67,Tamil Nadu,2,February,2015
OD1393,Customer_1393,Snacks,Biscuits,Tiruppur,2015-04-18 02:13:52.182527,South,206,0.24,29.71,Tamil Nadu,4,April,2015
OD1394,Customer_1394,Food Grains,Rice,Vellore,2018-03-11 03:58:29.216451,North,2801,0.16,457.22,Tamil Nadu,3,March,2018
OD1395,Customer_1395,"Eggs, Meat & Fish",Chicken,Erode,2017-02-11 10:37:30.135094,North,2319,0.19,397.2,Tamil Nadu,2,February,2017
OD1396,Customer_1396,Food Grains,Rice,Tirunelveli,2015-01-15 21:39:30.099069,South,2666,0.28,492.65,Tamil Nadu,1,January,2015
OD1397,Customer_1397,Food Grains,Atta & Flour,Tiruppur,2015-11-24 16:58:38.943260,East,1978,0.29,374.65,Tamil Nadu,11,November,2015
OD1398,Customer_1398,Food Grains,Pulses,Tirunelveli,2015-01-10 01:24:00.648453,North,1057,0.24,274.29,Tamil Nadu,1,January,2015
OD1399,Customer_1399,Food Grains,Pulses,Bodi,2017-05-21 19:00:50.795556,West,2960,0.17,823.92,Tamil Nadu,5,May,2017
OD1400,Customer_1400,Fruits & Veggies,Fresh Fruits,Tirunelveli,2017-03-03 11:00:33.503452,East,2675,0.26,556.69,Tamil Nadu,3,March,2017
OD1401,Customer_1401,Fruits & Veggies,Fresh Vegetables,Krishnagiri,2015-08-11 01:48:39.123386,East,2467,0.11,1030.11,Tamil Nadu,8,August,2015
OD1402,Customer_1402,Snacks,Biscuits,Perambalur,2017-09-14 01:36:24.208946,East,1160,0.12,340.57,Tamil Nadu,9,September,2017
OD1403,Customer_1403,Beverages,Juices,Chennai,2017-10-18 23:38:57.676373,East,2646,0.23,993.88,Tamil Nadu,10,October,2017
OD1404,Customer_1404,Bakery,Cookies,Vellore,2018-02-25 10:22:05.007505,East,2412,0.16,1021.44,Tamil Nadu,2,February,2018
OD1405,Customer_1405,Food Grains,Pulses,Tirunelveli,2015-09-18 08:30:07.024917,East,1791,0.29,281.36,Tamil Nadu,9,September,2015
OD1406,Customer_1406,Snacks,Noodles,Tirunelveli,2015-07-10 05:24:13.617532,South,1772,0.19,442.57,Tamil Nadu,7,July,2015
OD1407,Customer_1407,Beverages,Juices,Bodi,2017-04-22 17:13:46.778745,South,501,0.19,126.06,Tamil Nadu,4,April,2017
OD1408,Customer_1408,Bakery,Breads,Trichy,2017-05-17 16:50:00.180126,East,701,0.24,157.07,Tamil Nadu,5,May,2017
OD1409,Customer_1409,Oil & Masala,Spices,Erode,2018-03-03 13:38:20.930651,West,317,0.25,32.69,Tamil Nadu,3,March,2018
OD1410,Customer_1410,"Eggs, Meat & Fish",Mutton,Madurai,2015-07-27 00:38:45.788051,South,2477,0.2,955.11,Tamil Nadu,7,July,2015
OD1411,Customer_1411,Fruits & Veggies,Fresh Fruits,Ooty,2017-05-15 08:43:48.399879,South,285,0.14,39.63,Tamil Nadu,5,May,2017
OD1412,Customer_1412,Oil & Masala,Spices,Dharmapuri,2016-12-24 01:26:36.277394,East,2356,0.25,1056.47,Tamil Nadu,12,December,2016
OD1413,Customer_1413,Bakery,Breads,Coimbatore,2018-10-22 10:55:39.537676,West,387,0.16,143.4,Tamil Nadu,10,October,2018
OD1414,Customer_1414,Oil & Masala,Spices,Coimbatore,2015-08-26 20:30:28.640048,East,187,0.14,56.66,Tamil Nadu,8,August,2015
OD1415,Customer_1415,"Eggs, Meat & Fish",Mutton,Trichy,2015-07-01 14:31:22.677874,West,2283,0.23,351.84,Tamil Nadu,7,July,2015
OD1416,Customer_1416,Snacks,Noodles,Tiruppur,2018-05-16 15:24:41.717202,West,2305,0.12,646.29,Tamil Nadu,5,May,2018
OD1417,Customer_1417,Bakery,Cakes,Coimbatore,2016-07-17 05:22:55.803062,North,2941,0.29,562.87,Tamil Nadu,7,July,2016
OD1418,Customer_1418,Oil & Masala,Spices,Erode,2017-07-08 20:38:15.526868,South,254,0.23,47.83,Tamil Nadu,7,July,2017
OD1419,Customer_1419,Fruits & Veggies,Fresh Fruits,Coimbatore,2018-11-30 21:40:13.329330,East,319,0.3,124.52,Tamil Nadu,11,November,2018
OD1420,Customer_1420,Fruits & Veggies,Fresh Fruits,Kanyakumari,2018-08-26 04:23:50.921645,South,1582,0.17,368.96,Tamil Nadu,8,August,2018
OD1421,Customer_1421,Beverages,Soft Drinks,Salem,2017-09-07 15:19:21.813269,South,421,0.29,108.51,Tamil Nadu,9,September,2017
OD1422,Customer_1422,Oil & Masala,Masalas,Madurai,2015-09-15 06:51:59.063344,West,2838,0.13,1121.12,Tamil Nadu,9,September,2015
OD1423,Customer_1423,Food Grains,Rice,Vellore,2016-06-07 04:36:49.066346,South,940,0.11,122.88,Tamil Nadu,6,June,2016
OD1424,Customer_1424,Oil & Masala,Spices,Trichy,2018-11-06 08:35:09.636745,North,1685,0.11,519.18,Tamil Nadu,11,November,2018
OD1425,Customer_1425,Snacks,Namkeen,Ooty,2017-02-22 06:06:09.618733,East,1936,0.19,585.4,Tamil Nadu,2,February,2017
OD1426,Customer_1426,Bakery,Pastries,Erode,2017-11-17 04:56:24.929450,South,2659,0.12,661.63,Tamil Nadu,11,November,2017
OD1427,Customer_1427,Bakery,Breads,Dharmapuri,2016-06-30 13:38:46.868808,East,2234,0.2,872.2,Tamil Nadu,6,June,2016
OD1428,Customer_1428,Snacks,Chips,Dharmapuri,2018-03-22 06:27:55.172620,South,1668,0.17,717.26,Tamil Nadu,3,March,2018
OD1429,Customer_1429,Oil & Masala,Oils,Bodi,2017-12-20 22:55:52.506754,East,2422,0.17,636.67,Tamil Nadu,12,December,2017
OD1430,Customer_1430,Snacks,Noodles,Chennai,2016-07-28 11:22:44.995496,East,2288,0.23,594.08,Tamil Nadu,7,July,2016
OD1431,Customer_1431,"Eggs, Meat & Fish",Eggs,Tirunelveli,2016-03-26 20:55:07.114980,East,1859,0.13,512.57,Tamil Nadu,3,March,2016
OD1432,Customer_1432,Snacks,Noodles,Madurai,2016-09-06 15:39:14.968477,South,724,0.25,255.64,Tamil Nadu,9,September,2016
OD1433,Customer_1433,Fruits & Veggies,Frozen Veggies,Trichy,2015-09-03 07:20:13.689582,North,452,0.22,150.89,Tamil Nadu,9,September,2015
OD1434,Customer_1434,Snacks,Biscuits,Erode,2016-11-15 08:13:58.667066,East,1128,0.28,200.78,Tamil Nadu,11,November,2016
OD1435,Customer_1435,Bakery,Cakes,Salem,2017-07-28 10:30:09.186430,West,2529,0.17,309.46,Tamil Nadu,7,July,2017
OD1436,Customer_1436,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2018-11-06 15:35:56.109276,West,1457,0.3,629.77,Tamil Nadu,11,November,2018
OD1437,Customer_1437,Bakery,Cookies,Ooty,2018-12-23 02:39:05.241669,West,574,0.22,109.85,Tamil Nadu,12,December,2018
OD1438,Customer_1438,Beverages,Water,Kanyakumari,2018-07-21 05:48:34.800360,North,2109,0.29,682.28,Tamil Nadu,7,July,2018
OD1439,Customer_1439,Food Grains,Organic Staples,Krishnagiri,2017-01-31 15:08:50.651456,East,1027,0.11,400.48,Tamil Nadu,1,January,2017
OD1440,Customer_1440,Bakery,Cookies,Trichy,2015-08-15 14:30:39.447613,North,129,0.25,26.46,Tamil Nadu,8,August,2015
OD1441,Customer_1441,Fruits & Veggies,Fresh Fruits,Madurai,2017-11-23 08:12:40.852596,East,2741,0.26,883.7,Tamil Nadu,11,November,2017
OD1442,Customer_1442,Beverages,Water,Erode,2016-07-13 06:42:28.423896,North,2640,0.11,363.7,Tamil Nadu,7,July,2016
OD1443,Customer_1443,Bakery,Pastries,Perambalur,2015-12-01 10:16:27.811468,East,594,0.22,261.05,Tamil Nadu,12,December,2015
OD1444,Customer_1444,"Eggs, Meat & Fish",Chicken,Ooty,2017-08-03 13:46:25.109576,West,487,0.26,58.61,Tamil Nadu,8,August,2017
